-5118,1199
-5119,1207
-5119,1208
-5119,1209
-5120,1215
-5120,1216
-5120,1217
-5120,1218
-5127,1219
-5121,1220
-5122,1220
-5123,1220
-5124,1220
-5129,1219
-5125,1220
-5130,1219
-5126,1220
-5131,1219
-5127,1220
-5121,1221
-5122,1221
-5128,1220
-5132,1219
-5123,1221
-5129,1220
-5124,1221
-5133,1219
-5125,1221
-5130,1220
-5126,1221
-5134,1219
-5131,1220
-5127,1221
-5121,1222
-5135,1219
-5122,1222
-5132,1220
-5128,1221
-5123,1222
-5129,1221
-5136,1219
-5124,1222
-5133,1220
-5125,1222
-5130,1221
-5137,1219
-5134,1220
-5126,1222
-5140,1218
-5131,1221
-5127,1222
-5121,1223
-5135,1220
-5138,1219
-5122,1223
-5132,1221
-5128,1222
-5123,1223
-5141,1218
-5136,1220
-5129,1222
-5124,1223
-5133,1221
-5139,1219
-5125,1223
-5130,1222
-5142,1218
-5137,1220
-5134,1221
-5126,1223
-5140,1219
-5131,1222
-5127,1223
-5121,1224
-5135,1221
-5138,1220
-5143,1218
-5132,1222
-5122,1224
-5128,1223
-5141,1219
-5123,1224
-5136,1221
-5129,1223
-5139,1220
-5133,1222
-5124,1224
-5144,1218
-5125,1224
-5142,1219
-5130,1223
-5137,1221
-5134,1222
-5126,1224
-5140,1220
-5131,1223
-5145,1218
-5127,1224
-5135,1222
-5138,1221
-5143,1219
-5121,1225
-5132,1223
-5122,1225
-5141,1220
-5128,1224
-5123,1225
-5136,1222
-5139,1221
-5129,1224
-5133,1223
-5146,1218
-5124,1225
-5144,1219
-5142,1220
-5125,1225
-5130,1224
-5137,1222
-5134,1223
-5140,1221
-5126,1225
-5131,1224
-5147,1218
-5145,1219
-5143,1220
-5127,1225
-5138,1222
-5135,1223
-5141,1221
-5132,1224
-5128,1225
-5122,1226
-5136,1223
-5123,1226
-5146,1219
-5139,1222
-5148,1218
-5144,1220
-5133,1224
-5129,1225
-5124,1226
-5142,1221
-5137,1223
-5130,1225
-5125,1226
-5134,1224
-5140,1222
-5147,1219
-5126,1226
-5145,1220
-5149,1218
-5131,1225
-5143,1221
-5138,1223
-5135,1224
-5127,1226
-5141,1222
-5132,1225
-5128,1226
-5122,1227
-5148,1219
-5146,1220
-5136,1224
-5139,1223
-5150,1218
-5144,1221
-5123,1227
-5133,1225
-5129,1226
-5142,1222
-5124,1227
-5137,1224
-5130,1226
-5125,1227
-5140,1223
-5134,1225
-5147,1220
-5149,1219
-5145,1221
-5126,1227
-5151,1218
-5143,1222
-5131,1226
-5138,1224
-5135,1225
-5127,1227
-5141,1223
-5132,1226
-5148,1220
-5146,1221
-5128,1227
-5122,1228
-5150,1219
-5136,1225
-5144,1222
-5139,1224
-5152,1218
-5123,1228
-5133,1226
-5129,1227
-5142,1223
-5124,1228
-5154,1217
-5137,1225
-5140,1224
-5130,1227
-5147,1221
-5149,1220
-5134,1226
-5125,1228
-5145,1222
-5151,1219
-5143,1223
-5126,1228
-5131,1227
-5153,1218
-5138,1225
-5135,1226
-5141,1224
-5127,1228
-5148,1221
-5132,1227
-5146,1222
-5150,1220
-5128,1228
-5144,1223
-5152,1219
-5139,1225
-5136,1226
-5122,1229
-5142,1224
-5133,1227
-5123,1229
-5154,1218
-5129,1228
-5124,1229
-5137,1226
-5149,1221
-5147,1222
-5140,1225
-5151,1220
-5145,1223
-5130,1228
-5156,1217
-5134,1227
-5125,1229
-5153,1219
-5143,1224
-5126,1229
-5131,1228
-5138,1226
-5135,1227
-5155,1218
-5141,1225
-5148,1222
-5127,1229
-5150,1221
-5146,1223
-5132,1228
-5152,1220
-5144,1224
-5157,1217
-5139,1226
-5128,1229
-5136,1227
-5122,1230
-5154,1219
-5142,1225
-5133,1228
-5123,1230
-5129,1229
-5149,1222
-5147,1223
-5156,1218
-5151,1221
-5137,1227
-5124,1230
-5140,1226
-5145,1224
-5134,1228
-5130,1229
-5153,1220
-5125,1230
-5143,1225
-5158,1217
-5155,1219
-5138,1227
-5126,1230
-5131,1229
-5141,1226
-5135,1228
-5148,1223
-5150,1222
-5146,1224
-5152,1221
-5127,1230
-5157,1218
-5144,1225
-5132,1229
-5154,1220
-5139,1227
-5136,1228
-5128,1230
-5142,1226
-5122,1231
-5133,1229
-5159,1217
-5156,1219
-5149,1223
-5123,1231
-5147,1224
-5129,1230
-5151,1222
-5145,1225
-5137,1228
-5140,1227
-5153,1221
-5124,1231
-5134,1229
-5158,1218
-5130,1230
-5143,1226
-5155,1220
